n_samples,model_type,seed,lambda_tau,araf_latent_dim,araf_dropout,embedding_protocol,embedding_fit_scope,embedding_fit_item_count,pre_population_match,pre_population_match_version,effective_pre_weight_sum,observed_train_pairs,train_item_count,test_item_count,train_observed_count,test_observed_count,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,user_count,baseline_embedding_type,baseline_profile,cross_revision_araf_mode,cross_revision_post_binary,data_source,epochs,j_percentage,kind,knn_k,knn_k_grid,no_tau,pre_revision,seeds,train_retention,artifact_path,config_path,scenario,study,study_group,pre_join,n_join,j_join,ret_join,selected_knn_k,knn_selection_version,auc_2pl,rmse_2pl,auc_knn,rmse_knn,auc_mirt,rmse_mirt,auc_naive,rmse_naive,auc_rasch,rmse_rasch,baseline_dir,auc_diff_vs_knn,rmse_diff_vs_knn
1,bernoulli,1,0.0155,128,0.0,train_items_only_refit_v1,train_items_only,1057,none,,32.0,8301,1057.0,116.0,8301.0,1218.0,0.4194279094128787,0.6573018817916778,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,35,raw,full,transfer,False,local,1000.0,1.0,default_response_matrix_araf,10.0,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p0_6c4788d572a4.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p0_6c4788d572a4.csv.config.json,,default_flat,default,none,1,1.0,1.0,,,0.5630319227258003,0.4769191970442565,0.6453511058102894,0.4184320324404518,0.5730317018582325,0.451174979591422,0.5,0.4279554135604247,0.5941448007774539,0.4732318242568233,model/result/main/baselines,0.011950775981388384,0.0009958769724269234
1,bernoulli,2,0.0155,128,0.0,train_items_only_refit_v1,train_items_only,1056,none,,32.0,8304,1056.0,117.0,8304.0,1223.0,0.3932265624745348,0.6906453665885235,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,35,raw,full,transfer,False,local,1000.0,1.0,default_response_matrix_araf,10.0,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p0_6c4788d572a4.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p0_6c4788d572a4.csv.config.json,,default_flat,default,none,1,1.0,1.0,,,0.5907428442532486,0.453081786627296,0.5489080084749176,0.4102084535347042,0.5994111060089744,0.4424583421107173,0.5,0.4086271210385246,0.6279092249317253,0.4182056219267636,model/result/main/baselines,0.14173735811360588,-0.016981891060169396
1,bernoulli,0,0.0155,128,0.2,train_items_only_refit_v1,train_items_only,1057,none,,32.0,8321,1057.0,116.0,8321.0,1170.0,0.4091860968695514,0.6959938662066323,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,35,raw,full,transfer,False,local,1000.0,1.0,default_response_matrix_araf,10.0,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p2_38e4222bb758.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p2_38e4222bb758.csv.config.json,,default_flat,default,none,1,1.0,1.0,,,0.5426849722062488,0.4820909639340947,0.7017323174238068,0.4061729468118533,0.5989713117372693,0.4458258330376784,0.5,0.4277304383536561,0.589590920707942,0.4755974049527056,model/result/main/baselines,-0.005738451217174534,0.0030131500576980885
1,bernoulli,1,0.0155,128,0.2,train_items_only_refit_v1,train_items_only,1057,none,,32.0,8301,1057.0,116.0,8301.0,1218.0,0.4193030477275208,0.6579423977383161,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,35,raw,full,transfer,False,local,1000.0,1.0,default_response_matrix_araf,10.0,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p2_38e4222bb758.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p2_38e4222bb758.csv.config.json,,default_flat,default,none,1,1.0,1.0,,,0.5630319227258003,0.4769191970442565,0.6453511058102894,0.4184320324404518,0.5730317018582325,0.451174979591422,0.5,0.4279554135604247,0.5941448007774539,0.4732318242568233,model/result/main/baselines,0.01259129192802666,0.0008710152870690102
1,bernoulli,2,0.0155,128,0.2,train_items_only_refit_v1,train_items_only,1056,none,,32.0,8304,1056.0,117.0,8304.0,1223.0,0.3931953360886822,0.6909353827810942,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,35,raw,full,transfer,False,local,1000.0,1.0,default_response_matrix_araf,10.0,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p2_38e4222bb758.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p2_38e4222bb758.csv.config.json,,default_flat,default,none,1,1.0,1.0,,,0.5907428442532486,0.453081786627296,0.5489080084749176,0.4102084535347042,0.5994111060089744,0.4424583421107173,0.5,0.4086271210385246,0.6279092249317253,0.4182056219267636,model/result/main/baselines,0.14202737430617662,-0.01701311744602202
1,bernoulli,0,0.0155,128,0.5,train_items_only_refit_v1,train_items_only,1057,none,,32.0,8321,1057.0,116.0,8321.0,1170.0,0.4090594203707738,0.6965130023640662,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,35,raw,full,transfer,False,local,1000.0,1.0,default_response_matrix_araf,10.0,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p5_1d11f3c6372d.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p5_1d11f3c6372d.csv.config.json,,default_flat,default,none,1,1.0,1.0,,,0.5426849722062488,0.4820909639340947,0.7017323174238068,0.4061729468118533,0.5989713117372693,0.4458258330376784,0.5,0.4277304383536561,0.589590920707942,0.4755974049527056,model/result/main/baselines,-0.0052193150597406035,0.0028864735589205215
1,bernoulli,1,0.0155,128,0.5,train_items_only_refit_v1,train_items_only,1057,none,,32.0,8301,1057.0,116.0,8301.0,1218.0,0.4191954961662189,0.6587964190005007,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,35,raw,full,transfer,False,local,1000.0,1.0,default_response_matrix_araf,10.0,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p5_1d11f3c6372d.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p5_1d11f3c6372d.csv.config.json,,default_flat,default,none,1,1.0,1.0,,,0.5630319227258003,0.4769191970442565,0.6453511058102894,0.4184320324404518,0.5730317018582325,0.451174979591422,0.5,0.4279554135604247,0.5941448007774539,0.4732318242568233,model/result/main/baselines,0.01344531319021125,0.0007634637257670773
1,bernoulli,2,0.0155,128,0.5,train_items_only_refit_v1,train_items_only,1056,none,,32.0,8304,1056.0,117.0,8304.0,1223.0,0.3931186996646482,0.6913059590271569,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",pca,35,raw,full,transfer,False,local,1000.0,1.0,default_response_matrix_araf,10.0,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p5_1d11f3c6372d.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-128_d-0p5_1d11f3c6372d.csv.config.json,,default_flat,default,none,1,1.0,1.0,,,0.5907428442532486,0.453081786627296,0.5489080084749176,0.4102084535347042,0.5994111060089744,0.4424583421107173,0.5,0.4086271210385246,0.6279092249317253,0.4182056219267636,model/result/main/baselines,0.14239795055223925,-0.017089753870056013
1,bernoulli,0,0.0155,30,0.0,train_items_only_refit_v1,train_items_only,1057,none,,32.0,8321,1057.0,116.0,8321.0,1170.0,0.4076186929043442,0.7027466296083318,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.009444020688533783, 0.010664084926247597, 0.016870955005288124, 0.013393334113061428, 0.013521643355488777, 0.012038224376738071, 0.012860190123319626, 0.01153810415416956, 0.014451613649725914, 0.010496296919882298, 0.011309043504297733, 0.014310797676444054, 0.012125802226364613, 0.011942770332098007, 0.008662667125463486, 0.0126158082857728, 0.011784878559410572, 0.012792693451046944, 0.012412365525960922, 0.014619135297834873, 0.010550097562372684, 0.008744774386286736, 0.012971734628081322, 0.01296287588775158, 0.013325663283467293, 0.011644995771348476, 0.012600027956068516, 0.010299844667315483, 0.010747172869741917, 0.008283489383757114]",pca,35,raw,full,transfer,False,local,1000.0,1.0,default_response_matrix_araf,10.0,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p0_875611ed83a0.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p0_875611ed83a0.csv.config.json,,default_flat,default,none,1,1.0,1.0,,,0.5426849722062488,0.4820909639340947,0.7017323174238068,0.4061729468118533,0.5989713117372693,0.4458258330376784,0.5,0.4277304383536561,0.589590920707942,0.4755974049527056,model/result/main/baselines,0.001014312184524968,0.0014457460924909293
1,bernoulli,1,0.0155,30,0.0,train_items_only_refit_v1,train_items_only,1057,none,,32.0,8301,1057.0,116.0,8301.0,1218.0,0.4177585857760084,0.66156094472421,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.015686338767409325, 0.015826459974050522, 0.013981092721223831, 0.015599330887198448, 0.014198758639395237, 0.013151475228369236, 0.016209041699767113, 0.016347749158740044, 0.014446121640503407, 0.014828422106802464, 0.016192149370908737, 0.0170131828635931, 0.017048535868525505, 0.01365666277706623, 0.011618632823228836, 0.01648135297000408, 0.017484135925769806, 0.015457674860954285, 0.014482013881206512, 0.012601576745510101, 0.015103987418115139, 0.015841105952858925, 0.014790203422307968, 0.016189580783247948, 0.015751222148537636, 0.016294050961732864, 0.013140476308763027, 0.015417209826409817, 0.01792333461344242, 0.014709201641380787]",pca,35,raw,full,transfer,False,local,1000.0,1.0,default_response_matrix_araf,10.0,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p0_875611ed83a0.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p0_875611ed83a0.csv.config.json,,default_flat,default,none,1,1.0,1.0,,,0.5630319227258003,0.4769191970442565,0.6453511058102894,0.4184320324404518,0.5730317018582325,0.451174979591422,0.5,0.4279554135604247,0.5941448007774539,0.4732318242568233,model/result/main/baselines,0.016209838913920582,-0.0006734466644434112
1,bernoulli,2,0.0155,30,0.0,train_items_only_refit_v1,train_items_only,1056,none,,32.0,8304,1056.0,117.0,8304.0,1223.0,0.3930027691049546,0.692304903690456,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.014740249142050743, 0.013011136092245579, 0.016027607023715973, 0.013617376796901226, 0.013310818001627922, 0.009743744507431984, 0.013210115022957325, 0.01257025171071291, 0.013194901868700981, 0.012547323480248451, 0.014464842155575752, 0.014603959396481514, 0.014043780975043774, 0.011793981306254864, 0.015069715678691864, 0.014090393669903278, 0.013760252855718136, 0.009510119445621967, 0.014472604729235172, 0.012384098954498768, 0.013172237202525139, 0.014704231172800064, 0.014850101433694363, 0.01524560060352087, 0.015403571538627148, 0.013868716545403004, 0.012350337579846382, 0.011535407043993473, 0.013513258658349514, 0.01605553738772869]",pca,35,raw,full,transfer,False,local,1000.0,1.0,default_response_matrix_araf,10.0,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p0_875611ed83a0.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p0_875611ed83a0.csv.config.json,,default_flat,default,none,1,1.0,1.0,,,0.5907428442532486,0.453081786627296,0.5489080084749176,0.4102084535347042,0.5994111060089744,0.4424583421107173,0.5,0.4086271210385246,0.6279092249317253,0.4182056219267636,model/result/main/baselines,0.14339689521553844,-0.017205684429749624
1,bernoulli,0,0.0155,30,0.2,train_items_only_refit_v1,train_items_only,1057,none,,32.0,8321,1057.0,116.0,8321.0,1170.0,0.4076373546310801,0.7025269950801866,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.00891496054828167, 0.009852822870016098, 0.013681120239198208, 0.014162557199597359, 0.011788222938776016, 0.011162645183503628, 0.01231022272258997, 0.010675272904336452, 0.012657285667955875, 0.009705092757940292, 0.010423710569739342, 0.013463160023093224, 0.011358223855495453, 0.010838792659342289, 0.008451296016573906, 0.011538878083229065, 0.010865995660424232, 0.011327944695949554, 0.011118817143142223, 0.012605096213519573, 0.009714704938232899, 0.008150318637490273, 0.011611704714596272, 0.01245074812322855, 0.012899103574454784, 0.010499815456569195, 0.01183480117470026, 0.00927591323852539, 0.01013053860515356, 0.00815241876989603]",pca,35,raw,full,transfer,False,local,1000.0,1.0,default_response_matrix_araf,10.0,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p2_cf63d1c542de.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p2_cf63d1c542de.csv.config.json,,default_flat,default,none,1,1.0,1.0,,,0.5426849722062488,0.4820909639340947,0.7017323174238068,0.4061729468118533,0.5989713117372693,0.4458258330376784,0.5,0.4277304383536561,0.589590920707942,0.4755974049527056,model/result/main/baselines,0.0007946776563797497,0.0014644078192267984
1,bernoulli,1,0.0155,30,0.2,train_items_only_refit_v1,train_items_only,1057,none,,32.0,8301,1057.0,116.0,8301.0,1218.0,0.4177781321015247,0.6613658450393145,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.014859464950859547, 0.01511739008128643, 0.012124459259212017, 0.014041682705283165, 0.013202715665102005, 0.012720230966806412, 0.015248816460371017, 0.012980327941477299, 0.013457567431032658, 0.01354645099490881, 0.014806779101490974, 0.015972770750522614, 0.01585621014237404, 0.012713069096207619, 0.011040077544748783, 0.015367140993475914, 0.02025648206472397, 0.014142472296953201, 0.013898084871470928, 0.012100116349756718, 0.01402599923312664, 0.01372947171330452, 0.01368793286383152, 0.01738247089087963, 0.015073616988956928, 0.014820143580436707, 0.01206868514418602, 0.014252187684178352, 0.017327655106782913, 0.014080570079386234]",pca,35,raw,full,transfer,False,local,1000.0,1.0,default_response_matrix_araf,10.0,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p2_cf63d1c542de.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p2_cf63d1c542de.csv.config.json,,default_flat,default,none,1,1.0,1.0,,,0.5630319227258003,0.4769191970442565,0.6453511058102894,0.4184320324404518,0.5730317018582325,0.451174979591422,0.5,0.4279554135604247,0.5941448007774539,0.4732318242568233,model/result/main/baselines,0.016014739229025077,-0.0006539003389270936
1,bernoulli,2,0.0155,30,0.2,train_items_only_refit_v1,train_items_only,1056,none,,32.0,8304,1056.0,117.0,8304.0,1223.0,0.3930438491319631,0.6921236435700993,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.01341782882809639, 0.012132937088608742, 0.01315773744136095, 0.01272784173488617, 0.01260393112897873, 0.009119431488215923, 0.012391178868710995, 0.010823183692991734, 0.015374187380075455, 0.011706601828336716, 0.01319864857941866, 0.013215304352343082, 0.012665598653256893, 0.011380661278963089, 0.013829953037202358, 0.013191425241529942, 0.01245251577347517, 0.009354302659630775, 0.012996532954275608, 0.011857874691486359, 0.012987404130399227, 0.013448677025735378, 0.01419533509761095, 0.014638365246355534, 0.013547449372708797, 0.01307463925331831, 0.011669715866446495, 0.010673039592802525, 0.01216979417949915, 0.01569257490336895]",pca,35,raw,full,transfer,False,local,1000.0,1.0,default_response_matrix_araf,10.0,"5,10,20,50",False,false,"0,1,2",1.0,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p2_cf63d1c542de.csv,model/result/default_araf_flat/araf/araf_pca_bernoulli_pre-false_n-1_k-30_d-0p2_cf63d1c542de.csv.config.json,,default_flat,default,none,1,1.0,1.0,,,0.5907428442532486,0.453081786627296,0.5489080084749176,0.4102084535347042,0.5994111060089744,0.4424583421107173,0.5,0.4086271210385246,0.6279092249317253,0.4182056219267636,model/result/main/baselines,0.14321563509518165,-0.01716460440274109
